,0,1,2,3,4,5,6,7
0,--,--,0.07,0.08,0.07,0.03,0.02,0.08
1,0.21,--,0.27,0.28,0.27,0.23,0.23,0.27
2,--,--,--,0.01,--,--,--,0.01
3,--,--,--,--,--,--,--,--
4,--,--,--,0.01,--,--,--,0.00
5,--,--,0.04,0.05,0.04,--,--,0.05
6,--,--,0.04,0.06,0.04,--,--,0.05
7,--,--,--,0.00,--,--,--,--
