,0,1,2,3,4,5,6,7
0,--,--,0.05,0.00,--,0.11,0.03,--
1,0.00,--,0.06,0.00,--,0.12,0.04,--
2,--,--,--,--,--,0.06,--,--
3,--,--,0.05,--,--,0.11,0.03,--
4,--,--,0.08,0.02,--,0.14,0.06,0.01
5,--,--,--,--,--,--,--,--
6,--,--,0.02,--,--,0.08,--,--
7,--,--,0.06,--,--,0.12,--,--
