,0,1,2,3,4,5,6,7
0,--,--,--,0.09,--,0.08,0.13,--
1,0.13,--,0.04,0.20,--,0.20,0.25,0.01
2,0.08,--,--,0.16,--,0.16,0.21,--
3,--,--,--,--,--,--,0.05,--
4,0.17,--,0.09,0.24,--,0.23,0.28,0.06
5,--,--,--,--,--,--,0.06,--
6,--,--,--,--,--,--,--,--
7,0.11,--,0.03,0.19,--,0.18,0.23,--
