,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
消极,0.8222222222222222,0.5333333333333333,0.8625,0.803030303030303,0.8775510204081632,0.84375,0.9154929577464789,0.8666666666666667
中性,0.15555555555555556,0.26666666666666666,0.1375,0.13636363636363635,0.061224489795918366,0.1328125,0.08450704225352113,0.06666666666666667
积极,0.022222222222222223,0.2,0.0,0.06060606060606061,0.061224489795918366,0.0234375,0.0,0.06666666666666667
