,0,1,2,3,4,5,6,7
0,--,--,0.05,0.07,0.03,0.12,0.11,0.03
1,0.04,--,0.09,0.11,0.08,0.15,0.15,0.07
2,--,--,--,0.01,--,0.07,--,--
3,--,--,--,--,--,0.05,--,--
4,--,--,0.01,0.03,--,0.08,--,--
5,--,--,--,--,--,--,--,--
6,--,--,--,--,--,0.01,--,--
7,--,--,0.02,0.04,0.00,0.09,0.08,--
