,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
消极,0.7105263157894737,0.375,0.828125,0.8495575221238938,0.82,0.7398373983739838,0.7419354838709677,0.8455284552845529
中性,0.11842105263157894,0.25,0.0859375,0.08849557522123894,0.11,0.14634146341463414,0.12903225806451613,0.08130081300813008
积极,0.17105263157894737,0.375,0.0859375,0.061946902654867256,0.07,0.11382113821138211,0.12903225806451613,0.07317073170731707
