,0,1,2,3,4,5,6,7
0,--,--,--,0.12,--,0.05,0.06,--
1,0.16,--,0.08,0.26,0.08,0.20,0.21,0.08
2,0.08,--,--,0.19,--,0.13,0.14,0.00
3,--,--,--,--,--,--,--,--
4,0.08,--,--,0.19,--,0.13,0.14,--
5,--,--,--,0.07,--,--,--,--
6,--,--,--,0.05,--,--,--,--
7,0.07,--,--,0.19,--,0.12,0.14,--
