,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
消极,0.7352941176470589,0.47058823529411764,0.5357142857142857,0.8596491228070176,0.8571428571428571,0.7241379310344828,0.6774193548387096,0.7631578947368421
中性,0.08823529411764706,0.11764705882352941,0.25,0.03508771929824561,0.07142857142857142,0.14942528735632185,0.16129032258064516,0.05263157894736842
积极,0.17647058823529413,0.4117647058823529,0.21428571428571427,0.10526315789473684,0.07142857142857142,0.12643678160919541,0.16129032258064516,0.18421052631578946
