,0,1,2,3,4,5,6,7
0,--,--,--,--,--,0.03,--,--
1,0.13,--,0.12,0.08,0.04,0.15,0.13,0.02
2,0.00,--,--,--,--,0.03,--,--
3,0.04,--,0.04,--,--,0.07,0.04,--
4,0.09,--,0.08,0.04,--,0.12,0.09,--
5,--,--,--,--,--,--,--,--
6,0.00,--,--,--,--,0.03,--,--
7,0.10,--,0.10,0.06,0.01,0.13,0.10,--
