,0,1,2,3,4,5,6,7
0,--,--,0.11,0.05,0.10,0.13,0.12,--
1,0.02,--,0.13,0.07,0.12,0.15,0.14,--
2,--,--,--,--,--,0.02,--,--
3,--,--,0.05,--,0.05,0.08,0.07,--
4,--,--,--,--,--,0.03,--,--
5,--,--,--,--,--,--,--,--
6,--,--,--,--,--,0.01,--,--
7,0.14,0.12,0.24,0.19,0.23,0.26,0.25,--
