,0,1,2,3,4,5,6,7
1,0.39,0.74,0.39,0.0,0.87,0.14,0.03,0.53
2,0.16,0.02,0.2,1.13,0.0,0.6,0.91,0.07
3,0.23,0.72,0.19,-1.13,0.87,-0.46,-0.88,0.46
