,0,1,2,3,4,5,6,7
1,0.51,0.51,0.51,0.0,0.0,0.39,0.39,0.0
2,0.0,0.0,0.0,0.74,0.74,0.09,0.0,0.74
3,0.51,0.51,0.51,-0.74,-0.74,0.3,0.39,-0.74
