,0,1,2,3,4,5,6,7
0,--,--,0.02,0.10,0.00,0.09,0.11,--
1,0.13,--,0.15,0.23,0.13,0.21,0.23,0.13
2,--,--,--,0.08,--,0.07,0.09,--
3,--,--,--,--,--,--,--,--
4,--,--,0.02,0.10,--,0.09,0.11,--
5,--,--,--,0.01,--,--,0.02,--
6,--,--,--,--,--,--,--,--
7,--,--,0.02,0.10,--,0.09,0.11,--
