,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
0,0.75,0.75,0.75,1.0,1.0,0.8,0.7396,1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0
2,0.25,0.25,0.25,0.0,0.0,0.2,0.1314,0.0
