,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
0,0.2829,0.1115,0.2596,0.327,0.1265,0.2701,0.3478,0.1778
1,0.1693,0.1452,0.183,0.1677,0.0815,0.1702,0.2265,0.1145
2,0.5478,0.7434,0.5573,0.5053,0.7919,0.5597,0.4257,0.7077
