,0,1,2,3,4,5,6,7
1,0.55,1.65,1.05,0.0,1.26,0.57,0.18,1.61
2,0.86,0.0,0.3,2.83,0.15,0.82,1.91,0.0
3,-0.31,1.65,0.75,-2.83,1.11,-0.25,-1.73,1.61
