,0,1,2,3,4,5,6,7
0,--,--,0.00,0.17,--,0.08,0.14,--
1,0.07,--,0.07,0.23,--,0.15,0.20,0.02
2,--,--,--,0.17,--,0.08,0.14,--
3,--,--,--,--,--,--,--,--
4,0.09,0.02,0.09,0.24,--,0.17,0.21,0.05
5,--,--,--,0.09,--,--,0.05,--
6,--,--,--,0.03,--,--,--,--
7,--,--,0.04,0.20,--,0.12,0.17,--
