,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
0,0.1571,0.0103,0.0876,0.5129,0.1252,0.3178,0.5211,0.1307
1,0.0173,0.0144,0.012,0.0833,0.0271,0.0489,0.1207,0.017
2,0.8257,0.9753,0.9004,0.4038,0.8477,0.6333,0.3582,0.8523
