,0,1,2,3,4,5,6,7
1,0.94,2.11,1.41,0.02,1.07,0.42,0.0,1.07
2,0.4,0.0,0.12,2.27,0.25,1.35,2.39,0.26
3,0.54,2.11,1.29,-2.25,0.82,-0.93,-2.39,0.81
