,0,1,2,3,4,5,6,7
0,--,0.01,0.00,--,--,0.00,0.00,0.00
1,--,--,--,--,--,--,--,--
2,--,0.00,--,--,--,0.00,--,--
3,0.01,0.02,0.01,--,0.01,0.02,0.01,0.01
4,--,0.01,--,--,--,0.00,--,--
5,--,0.00,--,--,--,--,--,--
6,--,0.00,0.00,--,--,0.00,--,--
7,--,0.01,0.00,--,--,0.00,0.00,--
