,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
0,0.0709,0.0313,0.1043,0.1393,0.0917,0.1539,0.1644,0.0989
1,0.0701,0.0555,0.0817,0.0894,0.0529,0.1613,0.1695,0.0487
2,0.859,0.9132,0.814,0.7713,0.8554,0.6848,0.6661,0.8524
