,0,1,2,3,4,5,6,7
0,--,--,--,--,--,--,0.00,0.01
1,0.04,--,0.02,0.00,0.01,0.04,0.05,0.06
2,0.02,--,--,--,--,0.01,0.03,0.04
3,0.04,--,0.02,--,--,0.03,0.05,0.06
4,0.03,--,0.00,--,--,0.02,0.04,0.05
5,--,--,--,--,--,--,0.01,0.02
6,--,--,--,--,--,--,--,0.00
7,--,--,--,--,--,--,--,--
