,0,1,2,3,4,5,6,7
1,0.01,0.0,0.0,0.09,0.01,0.0,0.0,0.01
2,0.01,0.05,0.01,0.0,0.01,0.02,0.01,0.01
3,0.0,-0.05,-0.01,0.09,0.0,-0.02,-0.01,0.0
