,0,1,2,3,4,5,6,7
0,--,--,--,0.36,--,0.20,0.38,--
1,0.22,--,0.12,0.50,0.18,0.38,0.52,0.19
2,0.10,--,--,0.43,0.07,0.29,0.45,0.07
3,--,--,--,--,--,--,0.02,--
4,0.04,--,--,0.39,--,0.24,0.40,0.00
5,--,--,--,0.20,--,--,0.22,--
6,--,--,--,--,--,--,--,--
7,0.04,--,--,0.39,--,0.24,0.40,--
