,0,1,2,3,4,5,6,7
1,0.56,1.05,0.3,0.14,0.45,0.01,0.0,0.42
2,0.07,0.0,0.26,0.51,0.1,0.88,0.99,0.12
3,0.49,1.05,0.04,-0.37,0.35,-0.87,-0.99,0.3
