,0,1,2,3,4,5,6,7
1,0.33,1.29,0.49,0.06,0.77,0.06,0.0,1.04
2,0.46,0.0,0.32,0.9,0.14,0.89,1.29,0.04
3,-0.13,1.29,0.17,-0.84,0.63,-0.83,-1.29,1.0
