,0,1,2,3,4,5,6,7
0,--,0.10,0.20,0.22,0.17,0.21,0.19,--
1,--,--,0.11,0.13,0.07,0.12,0.10,--
2,--,--,--,0.02,--,0.01,--,--
3,--,--,--,--,--,--,--,--
4,--,--,--,0.06,--,0.05,--,--
5,--,--,--,0.01,--,--,--,--
6,--,--,0.00,0.03,--,0.01,--,--
7,0.23,0.31,0.38,0.40,0.36,0.39,0.38,--
