,0,1,2,3,4,5,6,7,8,9,10,11
ALBD,7.5,7.71,3.86,6.43,6.0,2.57,7.71,3.86,2.57,7.5,3.0,6.75
AND,9.0,9.0,9.0,7.71,7.71,9.0,6.43,9.0,9.0,0.0,9.0,6.75
AT,3.86,3.86,5.14,0.0,3.86,5.14,3.0,7.71,5.14,3.0,5.14,6.75
BNL,0.0,2.57,1.29,3.0,0.0,1.29,0.0,1.29,0.0,9.0,7.5,2.0
GRN,6.0,6.43,6.43,9.0,9.0,9.0,3.6,6.43,6.43,6.0,7.5,2.0
LN,2.57,1.29,2.57,1.29,2.57,3.86,1.29,2.57,3.86,1.29,3.0,4.5
QPL,0.0,0.0,0.0,3.0,1.29,0.0,4.5,0.0,1.29,4.5,1.29,9.0
TB,7.2,5.14,7.71,5.14,6.0,6.43,9.0,5.14,7.71,6.0,0.0,2.0
