,0,1,2,3,4,5,6,7
1,0.47,0.68,0.0,0.09,0.81,0.0,0.07,0.46
2,0.08,0.02,0.73,0.46,0.0,0.7,0.49,0.1
3,0.39,0.66,-0.73,-0.37,0.81,-0.7,-0.42,0.36
