,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
0,0.4304,0.5161,0.6231,0.6818,0.6385,0.6662,0.6072,0.2153
1,0.0815,0.1279,0.1897,0.1431,0.0636,0.1316,0.2084,0.0556
2,0.4881,0.356,0.1872,0.1751,0.2979,0.2022,0.1845,0.7292
