,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
0,0.194,0.1005,0.217,0.2783,0.2036,0.2635,0.268,0.2047
1,0.0891,0.0745,0.0765,0.1001,0.0713,0.1024,0.134,0.0671
2,0.7169,0.8251,0.7065,0.6216,0.725,0.6341,0.598,0.7282
