,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
0,0.2675,0.0555,0.1628,0.6657,0.1192,0.2635,0.4465,0.0596
1,0.0253,0.036,0.0,0.0769,0.0129,0.0167,0.0768,0.0375
2,0.7073,0.9084,0.8372,0.2575,0.8679,0.7199,0.4767,0.9029
