,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
ALBD,0,0,1,0,0,0,0,0
AND,1,0,0,0,1,0,0,1
AT,0,0,0,0,0,1,0,0
BNL,0,0,0,0,0,0,0,0
GRN,0,0,1,0,0,0,0,0
LN,0,0,0,1,0,0,1,0
QPL,0,0,0,0,0,0,0,0
TB,0,0,1,0,0,0,0,0
