,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
0,0.2051,0.0927,0.1803,0.2841,0.1629,0.276,0.3015,0.1296
1,0.1359,0.0715,0.1187,0.1452,0.061,0.1574,0.2313,0.0557
2,0.659,0.8358,0.701,0.5707,0.7761,0.5666,0.4672,0.8148
