,ALBD,AND,AT,BNL,GRN,LN,QPL,TB
0,0.0936,0.0741,0.1855,0.146,0.0684,0.1805,0.1306,0.1079
1,0.1148,0.1061,0.1566,0.1524,0.0908,0.1569,0.1991,0.0969
2,0.7916,0.8198,0.6579,0.7015,0.8408,0.6626,0.6703,0.7952
