,0,1,2,3,4,5,6,7,8,9,10,11
0,3.6,3.0,3.6,3.0,0.1,4.5,4.1,5.0,3.8,0.0,0.0,3.0
1,0.4,1.8,0.4,1.7,9.0,0.1,0.2,0.0,0.3,9.0,9.0,1.8
2,3.2,1.2,3.2,1.3,-8.9,4.4,3.9,5.0,3.5,-9.0,-9.0,1.3
