,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0741,0.5161,0.0927,0.1115,1.0,0.0497,0.0313,0.0555,0.0103,0.75,0.8082,0.1005
1,0.1061,0.1279,0.0715,0.1452,0.0,0.0735,0.0555,0.036,0.0144,0.0,0.1893,0.0745
2,0.8198,0.356,0.8358,0.7434,0.0,0.8769,0.9132,0.9084,0.9753,0.25,0.0026,0.8251
