,0,1,2,3,4,5,6,7,8,9,10,11
0,--,1,--,--,1,--,--,--,0.10,1,1,--
1,--,--,--,--,1,--,--,--,--,0.26,0.95,--
2,--,1,--,--,1,--,--,--,0.17,1,1,--
3,--,1,0.08,--,1,--,--,--,0.26,1,1,0.01
4,--,--,--,--,--,--,--,--,--,--,--,--
5,0.27,1,0.20,0.12,1,--,0.13,0.12,0.38,1,1,0.14
6,--,1,0.07,--,1,--,--,--,0.25,1,1,0.00
7,--,1,--,--,1,--,--,--,0.26,1,1,--
8,--,1,--,--,1,--,--,--,--,1,1,--
9,--,--,--,--,0.88,--,--,--,--,--,0.68,--
10,--,--,--,--,0.19,--,--,--,--,--,--,--
11,--,1,--,--,1,--,--,--,0.24,1,1,--
